,date,team1Name,team2Name,venue,referee,result,day,month,season,avgLast5ScoresTeam1,avgLast5ScoresAgainstTeam1,avgLast5ScoresTeam2,avgLast5ScoresAgainstTeam2,avgLast5BpsTeam1,avgLast5BpsAgainstTeam1,avgLast5BpsTeam2,avgLast5BpsAgainstTeam2,avgLast5TriesTeam1,avgLast5ConversionsTeam1,avgLast5PenaltiesTeam1,avgLast5DropGoalsTeam1,avgLast5TriesAgainstTeam1,avgLast5ConversionsAgainstTeam1,avgLast5PenaltiesAgainstTeam1,avgLast5DropGoalsAgainstTeam1,avgLast5TriesTeam2,avgLast5ConversionsTeam2,avgLast5PenaltiesTeam2,avgLast5DropGoalsTeam2,avgLast5TriesAgainstTeam2,avgLast5ConversionsAgainstTeam2,avgLast5PenaltiesAgainstTeam2,avgLast5DropGoalsAgainstTeam2,targetCode,wonLastGameTeam1,wonLastGameTeam2,team1LastSeasonStanding,team2LastSeasonStanding
563,2016-01-09,Saracens,Harlequins,Twickenham Stoop,Craig Maxwell-Keys,L,Sat,Jan,2015-16,30.0,9.8,28.4,21.2,0.6,0.2,0.8,0.6,3.2,2.8,2.8,0.0,0.6,0.4,2.0,0.0,3.6,2.8,1.6,0.0,2.6,2.0,1.4,0.0,0,1.0,1,4,8
258,2016-01-09,Gloucester,Exeter,Sandy Park,Ian Tempest,L,Sat,Jan,2015-16,19.0,22.0,24.4,16.6,0.2,0.4,0.6,0.4,2.0,1.2,2.2,0.0,2.2,1.6,2.6,0.0,2.8,1.6,2.4,0.0,2.0,1.2,1.4,0.0,0,1.0,0,9,5
416,2016-01-09,Exeter,Gloucester,Sandy Park,Ian Tempest,W,Sat,Jan,2015-16,24.4,16.6,19.0,22.0,0.6,0.4,0.2,0.4,2.8,1.6,2.4,0.0,2.0,1.2,1.4,0.0,2.0,1.2,2.2,0.0,2.2,1.6,2.6,0.0,1,0.0,1,5,9
712,2016-01-09,Northampton,Leicester,Welford Road,Wayne Barnes,L,Sat,Jan,2015-16,13.0,10.8,16.8,17.2,0.4,0.4,0.2,0.2,1.0,0.4,2.4,0.0,0.8,0.4,2.0,0.0,1.8,1.2,1.8,0.0,1.8,1.4,1.8,0.0,0,1.0,0,1,3
1662,2016-01-10,Wasps,Worcester,Ricoh Arena,Matthew Carley,W,Sun,Jan,2015-16,21.6,20.0,20.0,28.4,0.4,0.2,0.6,0.4,2.0,1.6,2.6,0.2,2.0,1.4,2.2,0.2,2.4,1.6,1.6,0.0,3.4,3.0,1.8,0.0,1,0.0,0,6,13
861,2016-01-10,Newcastle,London Irish,Madejski Stadium,JP Doyle,L,Sun,Jan,2015-16,13.4,23.4,15.0,33.2,0.0,0.6,0.0,0.8,1.2,1.0,1.8,0.0,2.4,1.8,2.6,0.0,2.0,1.6,0.6,0.0,4.0,3.0,2.4,0.0,0,1.0,0,11,10
979,2016-01-10,London Irish,Newcastle,Madejski Stadium,JP Doyle,W,Sun,Jan,2015-16,15.0,33.2,13.4,23.4,0.0,0.8,0.0,0.6,2.0,1.6,0.6,0.0,4.0,3.0,2.4,0.0,1.2,1.0,1.8,0.0,2.4,1.8,2.6,0.0,1,0.0,1,10,11
1531,2016-01-10,Worcester,Wasps,Ricoh Arena,Matthew Carley,L,Sun,Jan,2015-16,20.0,28.4,21.6,20.0,0.6,0.4,0.4,0.2,2.4,1.6,1.6,0.0,3.4,3.0,1.8,0.0,2.0,1.6,2.6,0.2,2.0,1.4,2.2,0.2,0,0.0,0,13,6
1532,2016-01-29,Northampton,Wasps,Franklin's Gardens,Thomas Foley,L,Fri,Jan,2015-16,17.2,14.4,23.4,23.8,0.4,0.4,0.6,0.2,1.6,1.0,2.4,0.0,1.4,1.0,1.8,0.0,2.4,1.8,2.4,0.2,2.2,1.6,3.0,0.2,0,0.0,1,1,6
1105,2016-01-29,Wasps,Northampton,Franklin's Gardens,Thomas Foley,W,Fri,Jan,2015-16,23.4,23.8,17.2,14.4,0.6,0.2,0.4,0.4,2.4,1.8,2.4,0.2,2.2,1.6,3.0,0.2,1.6,1.0,2.4,0.0,1.4,1.0,1.8,0.0,1,1.0,0,6,1
1248,2016-01-30,London Irish,Sale,AJ Bell Stadium,Greg Garner,L,Sat,Jan,2015-16,16.2,27.2,16.0,19.2,0.0,0.8,0.4,0.4,2.0,1.6,1.0,0.0,3.2,2.0,2.4,0.0,1.2,0.8,2.6,0.2,2.2,0.8,2.0,0.2,0,1.0,1,10,7
27,2016-01-30,Saracens,Bath,Allianz Park,Dean Richards,W,Sat,Jan,2015-16,32.2,14.4,20.4,16.2,0.8,0.0,0.6,0.2,3.6,3.2,2.6,0.0,1.2,0.6,2.4,0.0,2.2,1.4,2.2,0.0,1.4,1.0,2.4,0.0,1,0.0,0,4,2
862,2016-01-30,Sale,London Irish,AJ Bell Stadium,Greg Garner,W,Sat,Jan,2015-16,16.0,19.2,16.2,27.2,0.4,0.4,0.0,0.8,1.2,0.8,2.6,0.2,2.2,0.8,2.0,0.2,2.0,1.6,1.0,0.0,3.2,2.0,2.4,0.0,1,1.0,1,7,10
1399,2016-01-30,Bath,Saracens,Allianz Park,Dean Richards,L,Sat,Jan,2015-16,20.4,16.2,32.2,14.4,0.6,0.2,0.8,0.0,2.2,1.4,2.2,0.0,1.4,1.0,2.4,0.0,3.6,3.2,2.6,0.0,1.2,0.6,2.4,0.0,0,0.0,0,2,4
713,2016-01-30,Gloucester,Leicester,Kingsholm,JP Doyle,L,Sat,Jan,2015-16,20.4,21.2,21.6,18.8,0.2,0.4,0.2,0.4,2.2,1.4,2.2,0.0,2.4,1.6,2.0,0.0,2.4,1.8,2.0,0.0,2.2,1.8,1.4,0.0,0,0.0,1,9,3
417,2016-01-30,Leicester,Gloucester,Kingsholm,JP Doyle,W,Sat,Jan,2015-16,21.6,18.8,20.4,21.2,0.2,0.4,0.2,0.4,2.4,1.8,2.0,0.0,2.2,1.8,1.4,0.0,2.2,1.4,2.2,0.0,2.4,1.6,2.0,0.0,1,1.0,0,3,9
564,2016-01-31,Newcastle,Harlequins,Kingston Park,Luke Pearce,W,Sun,Jan,2015-16,12.4,21.8,31.0,23.0,0.2,0.4,0.8,0.6,1.2,0.8,1.6,0.0,2.0,1.4,3.0,0.0,4.0,2.8,1.8,0.0,2.6,2.0,2.0,0.0,1,0.0,1,11,8
1663,2016-01-31,Exeter,Worcester,Sixways,Craig Maxwell-Keys,W,Sun,Jan,2015-16,24.4,17.4,18.8,30.8,0.6,0.4,0.4,0.6,3.2,1.8,1.6,0.0,2.2,1.4,1.2,0.0,1.8,1.0,2.6,0.0,3.8,3.2,1.8,0.0,1,1.0,0,5,13
980,2016-01-31,Harlequins,Newcastle,Kingston Park,Luke Pearce,L,Sun,Jan,2015-16,31.0,23.0,12.4,21.8,0.8,0.6,0.2,0.4,4.0,2.8,1.8,0.0,2.6,2.0,2.0,0.0,1.2,0.8,1.6,0.0,2.0,1.4,3.0,0.0,0,1.0,0,8,11
259,2016-01-31,Worcester,Exeter,Sixways,Craig Maxwell-Keys,L,Sun,Jan,2015-16,18.8,30.8,24.4,17.4,0.4,0.6,0.6,0.4,1.8,1.0,2.6,0.0,3.8,3.2,1.8,0.0,3.2,1.8,1.6,0.0,2.2,1.4,1.2,0.0,0,0.0,1,13,5
28,2016-02-05,Gloucester,Bath,The Recreation Ground,Matthew Carley,W,Fri,Feb,2015-16,23.4,22.0,14.0,17.2,0.4,0.4,0.6,0.2,2.6,1.6,2.4,0.0,3.0,2.0,1.0,0.0,1.2,0.4,2.4,0.0,1.2,0.8,3.2,0.0,1,0.0,0,9,2
418,2016-02-05,Bath,Gloucester,The Recreation Ground,Matthew Carley,L,Fri,Feb,2015-16,14.0,17.2,23.4,22.0,0.6,0.2,0.4,0.4,1.2,0.4,2.4,0.0,1.2,0.8,3.2,0.0,2.6,1.6,2.4,0.0,3.0,2.0,1.0,0.0,0,0.0,0,2,9
981,2016-02-06,Wasps,Newcastle,Ricoh Arena,Craig Maxwell-Keys,W,Sat,Feb,2015-16,21.6,23.0,14.6,22.6,0.4,0.2,0.2,0.6,2.2,2.0,2.0,0.2,2.0,1.4,3.2,0.2,1.2,1.0,2.2,0.0,2.6,1.8,2.0,0.0,1,1.0,1,6,11
714,2016-02-06,Sale,Leicester,Welford Road,Tim Wigglesworth,W,Sat,Feb,2015-16,20.8,18.0,21.2,20.2,0.4,0.4,0.2,0.6,2.0,1.2,2.6,0.2,2.2,0.8,1.6,0.2,2.6,2.0,1.4,0.0,2.4,2.0,1.4,0.0,1,1.0,1,7,3
1249,2016-02-06,Leicester,Sale,Welford Road,Tim Wigglesworth,L,Sat,Feb,2015-16,21.2,20.2,20.8,18.0,0.2,0.6,0.4,0.4,2.6,2.0,1.4,0.0,2.4,2.0,1.4,0.0,2.0,1.2,2.6,0.2,2.2,0.8,1.6,0.2,0,1.0,1,3,7
565,2016-02-06,Northampton,Harlequins,Twickenham Stoop,Greg Garner,W,Sat,Feb,2015-16,16.4,18.6,29.8,23.0,0.4,0.4,0.6,0.6,1.8,1.0,1.8,0.0,2.0,1.6,1.8,0.0,3.8,3.0,1.6,0.0,2.6,2.0,2.0,0.0,1,0.0,0,1,8
1533,2016-02-06,Newcastle,Wasps,Ricoh Arena,Craig Maxwell-Keys,L,Sat,Feb,2015-16,14.6,22.6,21.6,23.0,0.2,0.6,0.4,0.2,1.2,1.0,2.2,0.0,2.6,1.8,2.0,0.0,2.2,2.0,2.0,0.2,2.0,1.4,3.2,0.2,0,1.0,1,11,6
1106,2016-02-06,Harlequins,Northampton,Twickenham Stoop,Greg Garner,L,Sat,Feb,2015-16,29.8,23.0,16.4,18.6,0.6,0.6,0.4,0.4,3.8,3.0,1.6,0.0,2.6,2.0,2.0,0.0,1.8,1.0,1.8,0.0,2.0,1.6,1.8,0.0,0,0.0,0,8,1
260,2016-02-07,Saracens,Exeter,Sandy Park,Thomas Foley,W,Sun,Feb,2015-16,26.4,13.4,25.2,15.4,0.6,0.2,0.8,0.0,2.6,2.2,3.0,0.0,1.0,0.6,2.4,0.0,3.6,1.8,1.2,0.0,1.4,1.2,2.0,0.0,1,1.0,1,4,5
1400,2016-02-07,Exeter,Saracens,Sandy Park,Thomas Foley,L,Sun,Feb,2015-16,25.2,15.4,26.4,13.4,0.8,0.0,0.6,0.2,3.6,1.8,1.2,0.0,1.4,1.2,2.0,0.0,2.6,2.2,3.0,0.0,1.0,0.6,2.4,0.0,0,1.0,1,5,4
1664,2016-02-07,London Irish,Worcester,Madejski Stadium,Wayne Barnes,W,Sun,Feb,2015-16,15.2,28.2,18.2,27.2,0.0,0.8,0.4,0.6,1.8,1.6,1.0,0.0,3.6,2.4,1.8,0.0,1.4,0.8,3.2,0.0,3.4,2.4,1.8,0.0,1,0.0,0,10,13
863,2016-02-07,Worcester,London Irish,Madejski Stadium,Wayne Barnes,L,Sun,Feb,2015-16,18.2,27.2,15.2,28.2,0.4,0.6,0.0,0.8,1.4,0.8,3.2,0.0,3.4,2.4,1.8,0.0,1.8,1.6,1.0,0.0,3.6,2.4,1.8,0.0,0,0.0,0,13,10
715,2016-02-12,Newcastle,Leicester,Kingston Park,Greg Garner,W,Fri,Feb,2015-16,15.6,16.8,16.0,18.2,0.4,0.4,0.2,0.6,1.4,1.0,2.2,0.0,1.8,1.2,1.8,0.0,1.8,1.4,1.4,0.0,2.2,1.8,1.2,0.0,1,0.0,0,11,3
982,2016-02-12,Leicester,Newcastle,Kingston Park,Greg Garner,L,Fri,Feb,2015-16,16.0,18.2,15.6,16.8,0.2,0.6,0.4,0.4,1.8,1.4,1.4,0.0,2.2,1.8,1.2,0.0,1.4,1.0,2.2,0.0,1.8,1.2,1.8,0.0,0,0.0,0,3,11
261,2016-02-13,Sale,Exeter,AJ Bell Stadium,Andrew Small,W,Sat,Feb,2015-16,19.8,15.6,19.2,12.8,0.4,0.6,0.8,0.0,2.2,1.4,1.8,0.2,1.8,0.6,1.6,0.2,2.6,1.0,1.4,0.0,1.0,0.6,2.2,0.0,1,1.0,0,7,5
864,2016-02-13,Northampton,London Irish,Franklin's Gardens,Tim Wigglesworth,W,Sat,Feb,2015-16,19.2,21.0,17.8,23.2,0.4,0.4,0.0,0.8,2.2,1.4,1.8,0.0,2.2,2.0,2.0,0.0,2.0,1.8,1.4,0.0,3.0,1.4,1.8,0.0,1,1.0,1,1,10
566,2016-02-13,Gloucester,Harlequins,Kingsholm,Wayne Barnes,W,Sat,Feb,2015-16,21.8,20.4,26.8,27.0,0.4,0.4,0.6,0.6,2.0,1.4,3.0,0.0,2.8,2.0,0.8,0.0,3.2,2.4,2.0,0.0,3.0,2.4,2.4,0.0,1,1.0,0,9,8
1250,2016-02-13,Exeter,Sale,AJ Bell Stadium,Andrew Small,L,Sat,Feb,2015-16,19.2,12.8,19.8,15.6,0.8,0.0,0.4,0.6,2.6,1.0,1.4,0.0,1.0,0.6,2.2,0.0,2.2,1.4,1.8,0.2,1.8,0.6,1.6,0.2,0,0.0,1,5,7
29,2016-02-13,Worcester,Bath,Sixways,JP Doyle,L,Sat,Feb,2015-16,16.8,25.4,14.0,16.0,0.6,0.4,0.8,0.2,1.4,0.4,3.0,0.0,3.0,2.2,2.0,0.0,1.2,0.4,2.4,0.0,0.8,0.6,3.6,0.0,0,0.0,0,13,2
1665,2016-02-13,Bath,Worcester,Sixways,JP Doyle,W,Sat,Feb,2015-16,14.0,16.0,16.8,25.4,0.8,0.2,0.6,0.4,1.2,0.4,2.4,0.0,0.8,0.6,3.6,0.0,1.4,0.4,3.0,0.0,3.0,2.2,2.0,0.0,1,0.0,0,2,13
419,2016-02-13,Harlequins,Gloucester,Kingsholm,Wayne Barnes,L,Sat,Feb,2015-16,26.8,27.0,21.8,20.4,0.6,0.6,0.4,0.4,3.2,2.4,2.0,0.0,3.0,2.4,2.4,0.0,2.0,1.4,3.0,0.0,2.8,2.0,0.8,0.0,0,0.0,1,8,9
1107,2016-02-13,London Irish,Northampton,Franklin's Gardens,Tim Wigglesworth,L,Sat,Feb,2015-16,17.8,23.2,19.2,21.0,0.0,0.8,0.4,0.4,2.0,1.8,1.4,0.0,3.0,1.4,1.8,0.0,2.2,1.4,1.8,0.0,2.2,2.0,2.0,0.0,0,1.0,1,10,1
1401,2016-02-14,Wasps,Saracens,Allianz Park,Ian Tempest,W,Sun,Feb,2015-16,18.0,16.4,21.6,15.0,0.4,0.2,0.4,0.4,1.6,1.4,2.2,0.2,1.0,0.6,3.2,0.2,2.0,1.6,2.8,0.0,1.2,0.6,2.6,0.0,1,1.0,1,6,4
1534,2016-02-14,Saracens,Wasps,Allianz Park,Ian Tempest,L,Sun,Feb,2015-16,21.6,15.0,18.0,16.4,0.4,0.4,0.4,0.2,2.0,1.6,2.8,0.0,1.2,0.6,2.6,0.0,1.6,1.4,2.2,0.2,1.0,0.6,3.2,0.2,0,1.0,1,4,6
716,2016-02-19,Harlequins,Leicester,Twickenham Stoop,JP Doyle,W,Fri,Feb,2015-16,20.2,24.8,14.4,21.4,0.4,0.4,0.2,0.6,2.2,1.6,2.0,0.0,2.6,2.0,2.6,0.0,1.4,1.0,1.8,0.0,2.4,2.0,1.8,0.0,1,0.0,0,8,3
567,2016-02-19,Leicester,Harlequins,Twickenham Stoop,JP Doyle,L,Fri,Feb,2015-16,14.4,21.4,20.2,24.8,0.2,0.6,0.4,0.4,1.4,1.0,1.8,0.0,2.4,2.0,1.8,0.0,2.2,1.6,2.0,0.0,2.6,2.0,2.6,0.0,0,0.0,0,3,8
1402,2016-02-20,Gloucester,Saracens,Allianz Park,Craig Maxwell-Keys,L,Sat,Feb,2015-16,19.6,13.8,21.0,24.6,0.2,0.2,0.4,0.6,1.6,1.0,3.2,0.0,1.8,1.2,0.8,0.0,2.0,1.6,2.6,0.0,2.6,1.6,2.8,0.0,0,1.0,0,9,4
420,2016-02-20,Saracens,Gloucester,Allianz Park,Craig Maxwell-Keys,W,Sat,Feb,2015-16,21.0,24.6,19.6,13.8,0.4,0.6,0.2,0.2,2.0,1.6,2.6,0.0,2.6,1.6,2.8,0.0,1.6,1.0,3.2,0.0,1.8,1.2,0.8,0.0,1,0.0,1,4,9
1251,2016-02-20,Worcester,Sale,Sixways,Greg Garner,W,Sat,Feb,2015-16,16.8,24.4,20.6,14.4,0.6,0.4,0.2,0.8,1.6,0.8,2.4,0.0,2.8,2.2,2.0,0.0,2.4,1.6,1.6,0.2,1.6,0.8,1.4,0.2,1,0.0,1,13,7
1535,2016-02-20,Bath,Wasps,The Recreation Ground,Thomas Foley,L,Sat,Feb,2015-16,15.0,16.2,27.6,15.8,0.6,0.4,0.6,0.2,1.2,0.6,2.6,0.0,1.0,0.8,3.2,0.0,3.0,2.4,2.4,0.2,1.0,0.6,3.0,0.2,0,1.0,1,2,6
1666,2016-02-20,Sale,Worcester,Sixways,Greg Garner,L,Sat,Feb,2015-16,20.6,14.4,16.8,24.4,0.2,0.8,0.6,0.4,2.4,1.6,1.6,0.2,1.6,0.8,1.4,0.2,1.6,0.8,2.4,0.0,2.8,2.2,2.0,0.0,0,1.0,0,7,13
30,2016-02-20,Wasps,Bath,The Recreation Ground,Thomas Foley,W,Sat,Feb,2015-16,27.6,15.8,15.0,16.2,0.6,0.2,0.6,0.4,3.0,2.4,2.4,0.2,1.0,0.6,3.0,0.2,1.2,0.6,2.6,0.0,1.0,0.8,3.2,0.0,1,1.0,1,6,2
983,2016-02-21,Northampton,Newcastle,Kingston Park,Wayne Barnes,L,Sun,Feb,2015-16,21.6,17.4,18.8,15.2,0.4,0.4,0.4,0.4,2.6,2.2,1.4,0.0,1.8,1.8,1.6,0.0,1.6,1.2,2.8,0.0,1.4,0.8,2.2,0.0,0,1.0,1,1,11
262,2016-02-21,London Irish,Exeter,Madejski Stadium,Dean Richards,L,Sun,Feb,2015-16,14.2,25.6,16.0,14.0,0.0,0.8,0.8,0.0,1.6,1.6,1.0,0.0,3.4,2.2,1.4,0.0,2.0,1.2,1.2,0.0,1.2,0.4,2.4,0.0,0,0.0,0,10,5
1108,2016-02-21,Newcastle,Northampton,Kingston Park,Wayne Barnes,W,Sun,Feb,2015-16,18.8,15.2,21.6,17.4,0.4,0.4,0.4,0.4,1.6,1.2,2.8,0.0,1.4,0.8,2.2,0.0,2.6,2.2,1.4,0.0,1.8,1.8,1.6,0.0,1,1.0,1,11,1
865,2016-02-21,Exeter,London Irish,Madejski Stadium,Dean Richards,W,Sun,Feb,2015-16,16.0,14.0,14.2,25.6,0.8,0.0,0.0,0.8,2.0,1.2,1.2,0.0,1.2,0.4,2.4,0.0,1.6,1.6,1.0,0.0,3.4,2.2,1.4,0.0,1,0.0,0,5,10
421,2016-02-27,Newcastle,Gloucester,Kingsholm,Dean Richards,L,Sat,Feb,2015-16,20.2,17.4,16.6,16.0,0.4,0.4,0.2,0.2,1.8,1.4,2.8,0.0,1.8,1.2,2.0,0.0,1.2,0.8,3.0,0.0,1.6,1.0,2.0,0.0,0,1.0,0,11,9
1109,2016-02-27,Worcester,Northampton,Franklin's Gardens,Matthew Carley,L,Sat,Feb,2015-16,19.0,24.2,25.0,22.0,0.4,0.6,0.6,0.2,1.6,1.0,3.0,0.0,3.0,1.6,2.0,0.0,3.0,2.6,1.6,0.0,2.2,2.2,2.2,0.0,0,1.0,0,13,1
1667,2016-02-27,Northampton,Worcester,Franklin's Gardens,Matthew Carley,W,Sat,Feb,2015-16,25.0,22.0,19.0,24.2,0.6,0.2,0.4,0.6,3.0,2.6,1.6,0.0,2.2,2.2,2.2,0.0,1.6,1.0,3.0,0.0,3.0,1.6,2.0,0.0,1,0.0,1,1,13
1403,2016-02-27,Sale,Saracens,AJ Bell Stadium,Tim Wigglesworth,D,Sat,Feb,2015-16,21.8,14.0,20.8,25.8,0.4,0.6,0.2,0.6,2.8,1.2,1.6,0.2,1.2,1.0,1.8,0.2,1.4,1.2,3.8,0.0,2.6,1.6,3.2,0.0,0,0.0,1,7,4
1252,2016-02-27,Saracens,Sale,AJ Bell Stadium,Tim Wigglesworth,D,Sat,Feb,2015-16,20.8,25.8,21.8,14.0,0.2,0.6,0.4,0.6,1.4,1.2,3.8,0.0,2.6,1.6,3.2,0.0,2.8,1.2,1.6,0.2,1.2,1.0,1.8,0.2,0,1.0,0,4,7
984,2016-02-27,Gloucester,Newcastle,Kingsholm,Dean Richards,W,Sat,Feb,2015-16,16.6,16.0,20.2,17.4,0.2,0.2,0.4,0.4,1.2,0.8,3.0,0.0,1.6,1.0,2.0,0.0,1.8,1.4,2.8,0.0,1.8,1.2,2.0,0.0,1,0.0,1,9,11
568,2016-02-28,Wasps,Harlequins,Ricoh Arena,Craig Maxwell-Keys,W,Sun,Feb,2015-16,30.6,16.4,20.4,24.6,0.4,0.4,0.4,0.4,3.6,2.4,2.6,0.0,1.4,0.8,2.6,0.0,1.8,1.2,3.0,0.0,2.2,2.0,3.2,0.0,1,1.0,1,6,8
1536,2016-02-28,Harlequins,Wasps,Ricoh Arena,Craig Maxwell-Keys,L,Sun,Feb,2015-16,20.4,24.6,30.6,16.4,0.4,0.4,0.4,0.4,1.8,1.2,3.0,0.0,2.2,2.0,3.2,0.0,3.6,2.4,2.6,0.0,1.4,0.8,2.6,0.0,0,1.0,1,8,6
866,2016-02-28,Leicester,London Irish,Welford Road,Ian Tempest,W,Sun,Feb,2015-16,17.0,21.2,14.4,24.6,0.4,0.4,0.2,0.8,1.6,1.2,2.2,0.0,1.8,1.6,3.0,0.0,1.6,1.4,1.2,0.0,3.2,2.2,1.4,0.0,1,0.0,0,3,10
31,2016-02-28,Exeter,Bath,Sandy Park,Greg Garner,W,Sun,Feb,2015-16,19.8,15.4,14.4,18.2,0.6,0.2,0.8,0.2,2.2,1.4,2.0,0.0,1.4,0.6,2.4,0.0,1.2,0.6,2.4,0.0,1.4,0.8,3.2,0.0,1,1.0,0,5,2
263,2016-02-28,Bath,Exeter,Sandy Park,Greg Garner,L,Sun,Feb,2015-16,14.4,18.2,19.8,15.4,0.8,0.2,0.6,0.2,1.2,0.6,2.4,0.0,1.4,0.8,3.2,0.0,2.2,1.4,2.0,0.0,1.4,0.6,2.4,0.0,0,0.0,1,2,5
717,2016-02-28,London Irish,Leicester,Welford Road,Ian Tempest,L,Sun,Feb,2015-16,14.4,24.6,17.0,21.2,0.2,0.8,0.4,0.4,1.6,1.4,1.2,0.0,3.2,2.2,1.4,0.0,1.6,1.2,2.2,0.0,1.8,1.6,3.0,0.0,0,0.0,0,10,3
985,2016-03-04,Worcester,Newcastle,Kingston Park,Wayne Barnes,W,Fri,Mar,2015-16,18.2,25.4,18.4,19.8,0.4,0.6,0.2,0.6,1.8,1.0,2.4,0.0,3.4,1.8,1.6,0.0,1.4,1.2,3.0,0.0,2.2,1.4,2.0,0.0,1,0.0,0,13,11
1668,2016-03-04,Newcastle,Worcester,Kingston Park,Wayne Barnes,L,Fri,Mar,2015-16,18.4,19.8,18.2,25.4,0.2,0.6,0.4,0.6,1.4,1.2,3.0,0.0,2.2,1.4,2.0,0.0,1.8,1.0,2.4,0.0,3.4,1.8,1.6,0.0,0,0.0,0,11,13
32,2016-03-05,London Irish,Bath,The Recreation Ground,JP Doyle,L,Sat,Mar,2015-16,14.4,31.0,15.0,19.6,0.2,0.8,0.6,0.2,1.8,1.2,1.0,0.0,4.2,3.2,1.2,0.0,1.4,1.0,2.0,0.0,1.6,1.0,3.2,0.0,0,0.0,0,10,2
569,2016-03-05,Sale,Harlequins,AJ Bell Stadium,Ian Tempest,W,Sat,Mar,2015-16,26.0,19.4,16.6,28.4,0.6,0.6,0.4,0.4,3.8,1.4,1.4,0.0,2.2,1.8,1.6,0.0,1.6,1.0,2.2,0.0,3.0,2.8,2.6,0.0,1,0.0,0,7,8
422,2016-03-05,Wasps,Gloucester,Kingsholm,Luke Pearce,L,Sat,Mar,2015-16,32.6,14.0,21.0,13.4,0.4,0.4,0.4,0.2,4.0,3.0,2.2,0.0,1.6,0.6,1.6,0.0,1.8,1.2,3.2,0.0,1.0,0.6,2.4,0.0,0,1.0,1,6,9
1110,2016-03-05,Saracens,Northampton,Allianz Park,Thomas Foley,L,Sat,Mar,2015-16,23.4,27.2,27.2,19.6,0.2,0.8,0.6,0.2,2.0,1.6,3.4,0.0,3.0,1.6,3.0,0.0,3.6,2.8,1.2,0.0,2.0,1.8,2.0,0.0,0,0.0,1,4,1
1253,2016-03-05,Harlequins,Sale,AJ Bell Stadium,Ian Tempest,L,Sat,Mar,2015-16,16.6,28.4,26.0,19.4,0.4,0.4,0.6,0.6,1.6,1.0,2.2,0.0,3.0,2.8,2.6,0.0,3.8,1.4,1.4,0.0,2.2,1.8,1.6,0.0,0,0.0,1,8,7
1537,2016-03-05,Gloucester,Wasps,Kingsholm,Luke Pearce,W,Sat,Mar,2015-16,21.0,13.4,32.6,14.0,0.4,0.2,0.4,0.4,1.8,1.2,3.2,0.0,1.0,0.6,2.4,0.0,4.0,3.0,2.2,0.0,1.6,0.6,1.6,0.0,1,1.0,1,9,6
1404,2016-03-05,Northampton,Saracens,Allianz Park,Thomas Foley,W,Sat,Mar,2015-16,27.2,19.6,23.4,27.2,0.6,0.2,0.2,0.8,3.6,2.8,1.2,0.0,2.0,1.8,2.0,0.0,2.0,1.6,3.4,0.0,3.0,1.6,3.0,0.0,1,1.0,1,1,4
867,2016-03-05,Bath,London Irish,The Recreation Ground,JP Doyle,W,Sat,Mar,2015-16,15.0,19.6,14.4,31.0,0.6,0.2,0.2,0.8,1.4,1.0,2.0,0.0,1.6,1.0,3.2,0.0,1.8,1.2,1.0,0.0,4.2,3.2,1.2,0.0,1,0.0,0,2,10
264,2016-03-06,Leicester,Exeter,Welford Road,Matthew Carley,W,Sun,Mar,2015-16,20.4,19.8,21.2,16.8,0.6,0.2,0.6,0.2,2.4,1.8,1.6,0.0,1.8,1.2,2.8,0.0,2.0,1.4,2.8,0.0,1.6,0.8,2.4,0.0,1,1.0,1,3,5
718,2016-03-06,Exeter,Leicester,Welford Road,Matthew Carley,L,Sun,Mar,2015-16,21.2,16.8,20.4,19.8,0.6,0.2,0.6,0.2,2.0,1.4,2.8,0.0,1.6,0.8,2.4,0.0,2.4,1.8,1.6,0.0,1.8,1.2,2.8,0.0,0,1.0,1,5,3
570,2016-03-11,Bath,Harlequins,Twickenham Stoop,Dean Richards,L,Fri,Mar,2015-16,17.4,19.2,17.4,29.0,0.6,0.2,0.4,0.4,2.0,1.0,1.8,0.0,1.6,0.8,3.2,0.0,1.4,1.0,2.8,0.0,3.0,2.8,2.8,0.0,0,1.0,0,2,8
33,2016-03-11,Harlequins,Bath,Twickenham Stoop,Dean Richards,W,Fri,Mar,2015-16,17.4,29.0,17.4,19.2,0.4,0.4,0.6,0.2,1.4,1.0,2.8,0.0,3.0,2.8,2.8,0.0,2.0,1.0,1.8,0.0,1.6,0.8,3.2,0.0,1,0.0,1,8,2
986,2016-03-12,Exeter,Newcastle,Sandy Park,Craig Maxwell-Keys,W,Sat,Mar,2015-16,20.6,20.0,16.0,19.0,0.6,0.4,0.4,0.4,1.8,1.6,2.8,0.0,2.4,1.6,1.6,0.0,1.2,0.8,2.8,0.0,2.0,1.2,2.2,0.0,1,0.0,0,5,11
1538,2016-03-12,Leicester,Wasps,Ricoh Arena,Greg Garner,L,Sat,Mar,2015-16,22.8,21.6,29.8,14.4,0.8,0.2,0.6,0.4,2.6,2.2,1.8,0.0,2.0,1.6,2.8,0.0,3.6,2.6,2.2,0.0,1.6,0.8,1.6,0.0,0,1.0,0,3,6
